ID,Outcome Date,Animal ID,Name,Outcome Status,Euthanasia Reason,Type,Sex,Spayed/Neutered,Primary Breed,Primary Color,Secondary Color,Date of Birth,Intake Date,Days in Shelter,Timestamp,Outcome,Age at Intake,Age Unknown,Adopted,Intake Month,Adopted Prob,Adoption Prob %
46950,2025 Nov 05 04:04:00 PM,16508,Bonfire,Adopted,,Cat,Male,Yes,Domestic Long Hair,Brown Tabby,White,2025-08-20,2025-10-08 13:24:00,28,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46949,2025 Nov 05 04:02:18 PM,16355,Casper,Adopted,,Cat,Female,Yes,Siamese,Lilac Point,Unknown,2025-09-05,2025-10-05 12:47:00,31,2026 Sep 12 12:16:17 AM,Adopted,1.0,0,1,10,0.9895138226882746,98.95
46939,2025 Nov 05 03:49:00 PM,17514,,Return to Habitat,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Unknown,2021-10-30,2025-10-30 00:55:00,6,2026 Sep 12 12:16:17 AM,Return to habitat,48.0,0,0,10,0.6048034934497817,60.48
46927,2025 Nov 05 02:49:00 PM,16265,Johanna,Euthanized,Suffering,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Unknown,2022-09-05,2025-10-02 18:00:00,34,2026 Sep 12 12:16:17 AM,Death,37.0,0,0,10,0.7666666666666667,76.67
46924,2025 Nov 05 02:45:00 PM,17779,,Transfer Out,,Kitten,Male,No,Domestic Shorthair,Blue,Unknown,,2025-11-05 14:00:00,0,2026 Sep 12 12:16:17 AM,Transferred,3.0,1,0,11,0.0,0.0
46923,2025 Nov 05 02:45:00 PM,17778,,Transfer Out,,Kitten,Female,No,Domestic Shorthair,Blue,Tabby,,2025-11-05 14:00:00,0,2026 Sep 12 12:16:17 AM,Transferred,3.0,1,0,11,0.0,0.0
46865,2025 Nov 05 11:13:00 AM,13210,Buggs,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,2024-10-03,2025-08-03 11:26:00,94,2026 Sep 12 12:16:17 AM,Adopted,10.0,0,1,8,0.7666666666666667,76.67
46828,2025 Nov 04 06:49:00 PM,17407,Daisy,Reclaimed,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Unknown,2023-10-27,2025-10-27 17:54:00,8,2026 Sep 12 12:16:17 AM,Returned to owner,24.0,0,0,10,0.7666666666666667,76.67
46826,2025 Nov 04 06:45:00 PM,17592,,Adopted,,Cat,Female,Yes,Domestic Long Hair,Cream,Brown,2022-10-31,2025-10-31 14:45:00,4,2026 Sep 12 12:16:17 AM,Adopted,36.0,0,1,10,0.7666666666666667,76.67
46823,2025 Nov 04 06:38:22 PM,17420,Jingle,Adopted,,Cat,Female,Yes,Domestic Shorthair,Cream Ginger Tabby,Unknown,2025-08-28,2025-10-28 10:46:00,7,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46821,2025 Nov 04 06:30:00 PM,17421,Kringle,Adopted,,Cat,Female,Yes,Domestic Medium Hair,Cream,Unknown,2025-08-28,2025-10-28 10:46:00,7,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46816,2025 Nov 04 06:20:00 PM,11656,Cabbage,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,2025-06-18,2025-07-08 13:34:00,119,2026 Sep 12 12:16:17 AM,Adopted,1.0,0,1,7,0.9895138226882746,98.95
46810,2025 Nov 04 06:12:27 PM,17521,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Calico,Unknown,2025-06-01,2025-10-30 11:30:00,5,2026 Sep 12 12:16:17 AM,Adopted,4.0,0,1,10,0.9047619047619048,90.48
46809,2025 Nov 04 06:08:00 PM,13929,Linus,Adopted,,Cat,Male,Yes,Domestic Medium Hair,Black,Unknown,2025-06-09,2025-09-09 16:08:00,56,2026 Sep 12 12:16:17 AM,Adopted,3.0,0,1,9,0.9895138226882746,98.95
46808,2025 Nov 04 06:09:35 PM,17432,Fluff,Adopted Altered,,Cat,Male,No,Domestic Long Hair,White,Unknown,2022-10-28,2025-10-28 12:14:00,7,2026 Sep 12 12:16:17 AM,Adopted,36.0,0,1,10,0.25,25.0
46807,2025 Nov 04 06:08:00 PM,13928,Cleo,Adopted,,Cat,Female,Yes,Domestic Medium Hair,Black,Unknown,2025-06-09,2025-09-09 16:07:00,56,2026 Sep 12 12:16:17 AM,Adopted,3.0,0,1,9,0.9895138226882746,98.95
46806,2025 Nov 04 06:08:00 PM,13927,Marcy Boy,Adopted,,Cat,Male,Yes,Domestic Medium Hair,Black,Unknown,2025-06-09,2025-09-09 16:01:00,56,2026 Sep 12 12:16:17 AM,Adopted,3.0,0,1,9,0.9895138226882746,98.95
46803,2025 Nov 04 05:59:39 PM,15777,Spooky,Adopted,,Cat,Male,Yes,Domestic Medium Hair,Black,White,2024-09-22,2025-09-22 12:40:00,43,2026 Sep 12 12:16:17 AM,Adopted,12.0,0,1,9,0.7666666666666667,76.67
46798,2025 Nov 04 05:41:38 PM,17229,Gravy,Adopted,,Cat,Male,Yes,Domestic Shorthair,Blue Ticked,White,2025-09-04,2025-10-23 14:26:00,12,2026 Sep 12 12:16:17 AM,Adopted,1.0,0,1,10,0.9895138226882746,98.95
46797,2025 Nov 04 05:41:15 PM,17233,Yam,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,2025-09-04,2025-10-23 14:26:00,12,2026 Sep 12 12:16:17 AM,Adopted,1.0,0,1,10,0.9895138226882746,98.95
46795,2025 Nov 04 05:35:58 PM,16943,Crisp,Adopted Altered,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Unknown,2025-09-05,2025-10-17 14:22:00,18,2026 Sep 12 12:16:17 AM,Adopted,1.0,0,1,10,0.9895138226882746,98.95
46793,2025 Nov 04 05:21:20 PM,17371,Aurora,Adopted,,Cat,Female,Yes,Domestic Shorthair,Blue,Unknown,2025-08-11,2025-10-27 11:53:00,8,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46790,2025 Nov 04 05:16:40 PM,17280,Cappuccino,Adopted Altered,,Cat,Female,Yes,Domestic Shorthair,Blue,Tabby,2025-08-29,2025-10-24 18:02:00,11,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46788,2025 Nov 04 05:09:03 PM,16573,Cranberry,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,Unknown,2025-06-23,2025-10-09 15:30:00,26,2026 Sep 12 12:16:17 AM,Adopted,4.0,0,1,10,0.9047619047619048,90.48
46780,2025 Nov 04 04:48:05 PM,15797,Goblin,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,White,2025-05-22,2025-09-22 16:14:00,43,2026 Sep 12 12:16:17 AM,Adopted,4.0,0,1,9,0.9047619047619048,90.48
46770,2025 Nov 04 04:25:31 PM,16609,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Orange Tabby,White,2025-08-15,2025-10-10 12:48:00,25,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46728,2025 Nov 04 01:40:00 PM,11657,Boos,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,Unknown,2025-02-08,2025-07-08 13:55:00,119,2026 Sep 12 12:16:17 AM,Adopted,5.0,0,1,7,0.9047619047619048,90.48
46722,2025 Jul 10 01:27:00 PM,10671,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Orange Tabby,Unknown,2025-05-27,2025-06-24 11:10:00,16,2026 Sep 12 12:16:53 AM,Transferred,1.0,0,0,6,0.044036697247706424,4.4
46721,2025 Jul 10 01:27:00 PM,10670,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Black,Unknown,2025-05-27,2025-06-24 11:10:00,16,2026 Sep 12 12:16:53 AM,Transferred,1.0,0,0,6,0.015873015873015872,1.59
46720,2025 Jul 10 01:27:00 PM,10669,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Black,Unknown,2025-05-27,2025-06-24 11:10:00,16,2026 Sep 12 12:16:53 AM,Transferred,1.0,0,0,6,0.015873015873015872,1.59
46718,2025 Jul 10 01:22:00 PM,10668,,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,Unknown,2025-05-27,2025-06-24 11:10:00,16,2026 Sep 12 12:16:53 AM,Transferred,1.0,0,0,6,0.015873015873015872,1.59
46714,2025 Nov 04 12:49:00 PM,17185,,Adopted,,Cat,Female,Yes,Sphynx,Blue,Unknown,2025-08-11,2025-10-22 14:37:00,13,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46710,2025 Nov 04 12:41:00 PM,16428,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Unknown,2025-08-19,2025-10-07 11:10:00,28,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46709,2025 Nov 04 12:41:00 PM,16427,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Calico,White,2025-08-19,2025-10-07 11:10:00,28,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46702,2025 Nov 04 12:03:28 PM,17422,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Silver Tabby,Unknown,2023-10-28,2025-10-28 11:03:00,7,2026 Sep 12 12:16:17 AM,Adopted,24.0,0,1,10,0.7666666666666667,76.67
46696,2025 Nov 04 11:51:00 AM,17184,Martini,Adopted,,Cat,Female,Yes,Sphynx,Blue,Unknown,2025-08-11,2025-10-22 14:37:00,13,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46694,2025 Nov 04 11:50:00 AM,17183,Kiwi,Adopted,,Cat,Female,Yes,Sphynx,Seal Point,Unknown,2025-08-11,2025-10-22 14:37:00,13,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46662,2025 Nov 04 11:14:04 AM,16176,Philomena,Adopted,,Cat,Female,Yes,Domestic Medium Hair,Brown Tabby,Unknown,2020-10-02,2025-10-01 12:19:00,34,2026 Sep 12 12:16:17 AM,Adopted,60.0,0,1,10,0.6048034934497817,60.48
46653,2025 Nov 04 11:06:36 AM,16035,Junie,Adopted Altered,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Unknown,2025-08-17,2025-10-07 15:51:00,28,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46651,2025 Nov 04 11:05:42 AM,16550,Tim,Adopted Altered,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Brown Tabby,2025-08-17,2025-10-09 11:47:00,26,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46640,2025 Nov 04 07:26:00 AM,15972,Birch,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Blue,White,2025-04-26,2025-09-26 12:18:00,39,2026 Sep 12 12:16:17 AM,Transferred,5.0,0,0,9,0.015873015873015872,1.59
46639,2025 Nov 04 07:26:00 AM,17555,,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Blue Tabby,Unknown,2023-11-03,2025-10-30 17:16:00,5,2026 Sep 12 12:16:17 AM,Transferred,23.0,0,0,10,0.015873015873015872,1.59
46638,2025 Nov 04 07:26:00 AM,17489,Pine,Transfer Out,,Cat,Unknown,Unknown,Domestic Shorthair,Blue,Unknown,2023-10-29,2025-10-29 14:18:00,6,2026 Sep 12 12:16:17 AM,Transferred,24.0,0,0,10,0.015873015873015872,1.59
46637,2025 Nov 04 07:26:00 AM,17155,Lacey,Transfer Out,,Cat,Female,No,Domestic Shorthair,Tortoiseshell,Unknown,2023-10-23,2025-10-22 11:58:00,13,2026 Sep 12 12:16:17 AM,Transferred,24.0,0,0,10,0.015873015873015872,1.59
46636,2025 Nov 04 07:26:00 AM,17372,Cloudberry,Transfer Out,,Cat,Unknown,Unknown,Domestic Medium Hair,Blue Tabby,Unknown,2024-10-27,2025-10-27 12:00:00,8,2026 Sep 12 12:16:17 AM,Transferred,12.0,0,0,10,0.015873015873015872,1.59
46614,2025 Nov 03 06:32:37 PM,17214,Gigi,Adopted,,Cat,Female,Yes,Domestic Shorthair,Calico,Unknown,2023-05-04,2025-10-23 12:13:00,11,2026 Sep 12 12:16:17 AM,Adopted,29.0,0,1,10,0.7666666666666667,76.67
46613,2025 Nov 03 06:21:36 PM,17367,Peppermint,Adopted,,Cat,Male,Yes,Domestic Medium Hair,Blue,White,2025-08-27,2025-10-27 11:41:00,7,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46612,2025 Nov 03 06:19:08 PM,17342,Coco,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,White,2025-08-12,2025-10-26 15:51:00,8,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46610,2025 Nov 03 06:09:57 PM,17294,Iris,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Unknown,2024-10-25,2025-10-25 13:19:00,9,2026 Sep 12 12:16:17 AM,Adopted,12.0,0,1,10,0.7666666666666667,76.67
46608,2025 Nov 03 06:02:35 PM,17267,Pike,Adopted,,Cat,Female,Yes,Domestic Long Hair,Muted Calico,Unknown,2023-10-24,2025-10-24 13:13:00,10,2026 Sep 12 12:16:17 AM,Adopted,24.0,0,1,10,0.7666666666666667,76.67
46603,2025 Nov 03 05:55:07 PM,17346,Jerry,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,2023-10-26,2025-10-26 16:46:00,8,2026 Sep 12 12:16:17 AM,Adopted,24.0,0,1,10,0.7666666666666667,76.67
46602,2025 Nov 03 05:54:25 PM,17345,Larry,Adopted,,Cat,Male,Yes,Domestic Medium Hair,Brown Tabby,White,2023-10-26,2025-10-26 16:46:00,8,2026 Sep 12 12:16:17 AM,Adopted,24.0,0,1,10,0.7666666666666667,76.67
46600,2025 Nov 03 05:52:00 PM,17683,Jellybean,Reclaimed,,Cat,Female,Unknown,Domestic Shorthair,Black,White,2014-11-03,2025-11-03 15:26:00,0,2026 Sep 12 12:16:17 AM,Returned to owner,132.0,0,0,11,0.015873015873015872,1.59
46597,2025 Nov 03 05:40:00 PM,17454,Reign,Adopted,,Cat,Female,Yes,Siamese,Seal Point,Other,2025-06-15,2025-10-28 19:13:00,6,2026 Sep 12 12:16:17 AM,Adopted,4.0,0,1,10,0.9047619047619048,90.48
46596,2025 Nov 03 05:39:34 PM,13171,Taco,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,Unknown,2025-07-28,2025-08-02 11:24:00,93,2026 Sep 12 12:16:17 AM,Adopted,1.0,0,1,8,0.9895138226882746,98.95
46591,2025 Nov 03 05:27:00 PM,17613,,Reclaimed,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,2025-07-01,2025-11-01 13:06:00,2,2026 Sep 12 12:16:17 AM,Returned to owner,4.0,0,0,11,0.9047619047619048,90.48
46583,2025 Nov 03 05:10:05 PM,17470,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,2023-10-29,2025-10-29 12:37:00,5,2026 Sep 12 12:16:17 AM,Adopted,24.0,0,1,10,0.7666666666666667,76.67
46577,2025 Nov 03 05:04:39 PM,13168,Toast,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,Unknown,2025-07-28,2025-08-02 11:24:00,93,2026 Sep 12 12:16:17 AM,Adopted,1.0,0,1,8,0.9895138226882746,98.95
46572,2025 Nov 03 04:40:47 PM,12677,Jack O Lantern,Adopted,,Cat,Male,Yes,Domestic Long Hair,Black,Unknown,2025-08-22,2025-07-24 11:47:00,102,2026 Sep 12 12:16:17 AM,Adopted,3.0,1,1,7,1.0,100.0
46571,2025 Nov 03 04:38:20 PM,12676,Cackles,Adopted,,Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Unknown,2025-07-18,2025-07-24 11:47:00,102,2026 Sep 12 12:16:17 AM,Adopted,0.0,0,1,7,0.9895138226882746,98.95
46570,2025 Nov 03 04:36:48 PM,17496,Ginger,Adopted,,Cat,Female,Yes,Domestic Medium Hair,Blue,Tabby,2025-08-29,2025-10-29 15:28:00,5,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46569,2025 Nov 03 04:30:30 PM,16397,Sienna,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,2025-04-06,2025-10-06 14:18:00,28,2026 Sep 12 12:16:17 AM,Adopted,6.0,0,1,10,0.9047619047619048,90.48
46565,2025 Nov 03 04:09:00 PM,17430,,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Unknown,2021-10-28,2025-10-28 12:10:00,6,2026 Sep 12 12:16:17 AM,Adopted,48.0,0,1,10,0.6048034934497817,60.48
46521,2025 Nov 03 12:44:41 PM,15903,Kitty,Adopted,,Cat,Male,Yes,Siamese,Flame Point,Unknown,2023-09-25,2025-09-25 08:41:00,39,2026 Sep 12 12:16:17 AM,Adopted,24.0,0,1,9,0.7666666666666667,76.67
46514,2025 Nov 03 11:50:00 AM,17539,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Brown Tabby,Unknown,2025-10-02,2025-10-30 13:55:00,4,2026 Sep 12 12:16:17 AM,Transferred,0.0,0,0,10,0.044036697247706424,4.4
46513,2025 Nov 03 11:50:00 AM,17538,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Orange Tabby,White,2025-10-02,2025-10-30 13:55:00,4,2026 Sep 12 12:16:17 AM,Transferred,0.0,0,0,10,0.044036697247706424,4.4
46512,2025 Nov 03 11:50:00 AM,17537,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Orange Tabby,White,2025-10-02,2025-10-30 13:55:00,4,2026 Sep 12 12:16:17 AM,Transferred,0.0,0,0,10,0.044036697247706424,4.4
46511,2025 Nov 03 11:50:00 AM,17536,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Orange Tabby,White,2025-10-02,2025-10-30 13:55:00,4,2026 Sep 12 12:16:17 AM,Transferred,0.0,0,0,10,0.044036697247706424,4.4
46470,2025 Nov 03 07:28:00 AM,17462,Joey,Transfer Out,,Cat,Male,No,Domestic Shorthair,Blue Tabby,Unknown,2023-10-29,2025-10-29 11:21:00,5,2026 Sep 12 12:16:17 AM,Transferred,24.0,0,0,10,0.044036697247706424,4.4
46469,2025 Nov 03 07:28:00 AM,17208,Doc,Transfer Out,,Cat,Unknown,Unknown,Domestic Medium Hair,Blue Cream Tortoiseshell,Unknown,2023-10-23,2025-10-23 11:44:00,11,2026 Sep 12 12:16:17 AM,Transferred,24.0,0,0,10,0.015873015873015872,1.59
46468,2025 Nov 03 07:28:00 AM,16930,Vashti,Transfer Out,,Cat,Female,No,Domestic Shorthair,Brown Tabby,Unknown,2024-10-17,2025-10-17 12:58:00,17,2026 Sep 12 12:16:17 AM,Transferred,12.0,0,0,10,0.015873015873015872,1.59
46467,2025 Nov 03 07:28:00 AM,17469,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Black,White,2023-10-29,2025-10-29 12:14:00,5,2026 Sep 12 12:16:17 AM,Transferred,24.0,0,0,10,0.044036697247706424,4.4
46466,2025 Nov 03 07:28:00 AM,17467,,Transfer Out,,Cat,Male,No,Domestic Shorthair,Black,White,2021-10-29,2025-10-29 12:14:00,5,2026 Sep 12 12:16:17 AM,Transferred,48.0,0,0,10,0.044036697247706424,4.4
46465,2025 Nov 02 11:58:00 PM,12597,Pico De Gallo ,Adopted,,Cat,Female,Yes,Domestic Shorthair,White,Grey Tabby,2025-03-23,2025-08-17 14:47:00,77,2026 Sep 12 12:16:17 AM,Adopted,5.0,0,1,8,0.9047619047619048,90.48
46441,2025 Nov 02 05:13:50 PM,15078,Cordelia,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Unknown,2023-09-07,2025-09-07 13:47:00,56,2026 Sep 12 12:16:17 AM,Adopted,24.0,0,1,9,0.7666666666666667,76.67
46437,2025 Nov 02 04:51:00 PM,17369,Tux,Adopted,,Cat,Male,Yes,Domestic Shorthair,Black,White,2024-10-27,2025-10-27 11:49:00,6,2026 Sep 12 12:16:17 AM,Adopted,12.0,0,1,10,0.7666666666666667,76.67
46422,2025 Nov 02 03:29:16 PM,17437,Courage,Adopted,,Cat,Male,Yes,Domestic Shorthair,Blue Tabby,Unknown,2018-10-28,2025-10-28 13:25:00,5,2026 Sep 12 12:16:17 AM,Adopted,84.0,0,1,10,0.6048034934497817,60.48
46415,2025 Nov 02 02:37:23 PM,16715,Spot,Adopted,,Cat,Male,Yes,Domestic Shorthair,White,Orange Tabby,2025-08-13,2025-10-13 12:30:00,20,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46414,2025 Nov 02 02:35:00 PM,16716,Dot,Adopted,,Cat,Female,Yes,Domestic Shorthair,White,Black,2025-08-13,2025-10-13 12:30:00,20,2026 Sep 12 12:16:17 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46385,2025 Nov 02 01:07:00 PM,16278,Simba,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Unknown,2022-10-03,2025-10-03 12:10:00,30,2026 Sep 12 12:16:17 AM,Adopted,36.0,0,1,10,0.7666666666666667,76.67
46374,2025 Nov 02 11:44:00 AM,7413,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Unknown,2025-04-13,2025-05-13 11:04:00,173,2026 Sep 12 12:16:17 AM,Adopted,1.0,0,1,5,0.9895138226882746,98.95
46322,2025 Nov 02 09:54:00 AM,17505,,Euthanized,Suffering,Cat,Unknown,Unknown,Domestic Medium Hair,Blue Tabby,Grey,2020-10-29,2025-10-29 18:09:00,4,2026 Sep 12 12:16:17 AM,Death,60.0,0,0,10,0.015873015873015872,1.59
46321,2025 Nov 02 09:53:00 AM,17495,,Euthanized,Suffering,Kitten,Male,No,Domestic Shorthair,Orange Tabby,Unknown,2025-09-17,2025-10-29 15:14:00,4,2026 Sep 12 12:16:17 AM,Death,1.0,0,0,10,0.0,0.0
46320,2025 Nov 02 09:52:00 AM,17502,,Euthanized,Suffering,Kitten,Female,No,Domestic Shorthair,Black,White,2025-09-29,2025-10-29 16:27:00,4,2026 Sep 12 12:16:17 AM,Death,1.0,0,0,10,0.0,0.0
46307,2025 Nov 01 09:11:00 PM,17426,,Unassisted Death,,Kitten,Male,No,Domestic Medium Hair,Brown Tabby,Unknown,2025-08-28,2025-10-28 11:13:00,4,2026 Sep 12 12:16:17 AM,Death,2.0,0,0,10,0.0,0.0
46280,2025 Nov 01 08:35:00 PM,11188,Hale,Unassisted Death,,Kitten,Male,No,Domestic Shorthair,Blue,White,2025-06-16,2025-06-30 12:57:00,124,2026 Sep 12 12:16:21 AM,Death,0.0,0,0,6,0.0,0.0
46275,2025 Nov 01 06:57:00 PM,17607,,Transfer Out,,Cat,Female,Unknown,Domestic Shorthair,Blue,White,2025-09-27,2025-11-01 11:14:00,0,2026 Sep 12 12:16:21 AM,Transferred,2.0,0,0,11,0.015873015873015872,1.59
46272,2025 Nov 01 06:43:55 PM,16263,Butternut,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,2024-10-02,2025-10-02 16:52:00,30,2026 Sep 12 12:16:21 AM,Adopted,12.0,0,1,10,0.7666666666666667,76.67
46270,2025 Nov 01 06:30:17 PM,16552,Rusty,Adopted,,Cat,Male,Yes,Domestic Medium Hair,Orange Tabby,Unknown,2023-10-09,2025-10-09 12:11:00,23,2026 Sep 12 12:16:21 AM,Adopted,24.0,0,1,10,0.7666666666666667,76.67
46259,2025 Nov 01 05:17:00 PM,17615,Kitten,Transfer Out,,Cat,Male,Yes,Domestic Shorthair,Flame Point,Unknown,2021-08-10,2025-11-01 14:14:00,0,2026 Sep 12 12:16:21 AM,Transferred,51.0,0,0,11,0.6048034934497817,60.48
46258,2025 Nov 01 05:15:19 PM,16178,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Unknown,2025-08-20,2025-10-01 12:27:00,31,2026 Sep 12 12:16:21 AM,Adopted,2.0,0,1,10,0.9895138226882746,98.95
46256,2025 Nov 01 05:09:00 PM,15266,Shelly,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Unknown,2025-05-11,2025-09-11 11:19:00,51,2026 Sep 12 12:16:21 AM,Adopted,4.0,0,1,9,0.9047619047619048,90.48
46255,2025 Nov 01 05:08:00 PM,12609,Tiger,Adopted,,Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Unknown,2025-04-24,2025-07-23 12:02:00,101,2026 Sep 12 12:16:21 AM,Adopted,3.0,0,1,7,0.9895138226882746,98.95
46252,2025 Nov 01 05:00:22 PM,14325,Worm,Adopted,,Cat,Female,Yes,Domestic Medium Hair,Brown Tabby,Unknown,2025-04-26,2025-08-26 12:52:00,67,2026 Sep 12 12:16:21 AM,Adopted,4.0,0,1,8,0.9047619047619048,90.48
46250,2025 Nov 01 04:56:59 PM,12170,Dracula,Adopted,,Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Unknown,2025-07-12,2025-07-16 12:17:00,108,2026 Sep 12 12:16:21 AM,Adopted,0.0,0,1,7,0.9895138226882746,98.95
46248,2025 Nov 01 04:42:00 PM,17413,,Euthanized,Suffering,Cat,Male,No,Domestic Shorthair,Black,Unknown,2022-10-28,2025-10-27 22:24:00,5,2026 Sep 12 12:16:21 AM,Death,36.0,0,0,10,0.044036697247706424,4.4
46243,2025 Nov 01 04:23:00 PM,17416,,Unassisted Death - In Transit,,Cat,Unknown,Unknown,Domestic Shorthair,Orange Tabby,Unknown,2024-10-28,2025-10-28 08:35:00,4,2026 Sep 12 12:16:21 AM,Death,12.0,0,0,10,0.015873015873015872,1.59
46233,2025 Nov 01 04:02:17 PM,15167,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Other,Unknown,2025-09-02,2025-09-09 14:32:00,53,2026 Sep 12 12:16:21 AM,Adopted,0.0,0,1,9,0.9895138226882746,98.95
46232,2025 Nov 01 04:01:37 PM,15164,,Adopted,,Cat,Female,Yes,Domestic Shorthair,Torbie,Unknown,2025-09-02,2025-09-09 14:24:00,53,2026 Sep 12 12:16:21 AM,Adopted,0.0,0,1,9,0.9895138226882746,98.95
46231,2025 Nov 01 03:51:38 PM,7445,Meredith,Adopted,Suffering,Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Unknown,2020-05-16,2025-05-13 16:00:00,172,2026 Sep 12 12:16:21 AM,Adopted,60.0,0,1,5,0.6048034934497817,60.48
46219,2025 Nov 01 03:03:52 PM,14077,Birdie,Adopted,,Cat,Female,Yes,Domestic Shorthair,Black,White,2025-02-20,2025-10-23 15:51:00,9,2026 Sep 12 12:16:21 AM,Adopted,8.0,0,1,10,0.9047619047619048,90.48
46197,2025 Nov 01 12:41:00 PM,17596,,Unassisted Death,,Cat,Female,No,Domestic Shorthair,Blue,Unknown,,2025-10-31 15:28:00,1,2026 Sep 12 12:16:21 AM,Death,3.0,1,0,10,0.015873015873015872,1.59
46191,2025 Nov 01 12:01:00 PM,13436,Starbuck,Adopted,,Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Unknown,2022-08-07,2025-08-07 11:51:00,86,2026 Sep 12 12:16:21 AM,Adopted,36.0,0,1,8,0.7666666666666667,76.67
46190,2025 Nov 01 11:59:00 AM,17292,Moustasha,Unassisted Death - In Foster,,Kitten,Female,No,Domestic Shorthair,White,Black,2025-09-27,2025-10-25 12:04:00,7,2026 Sep 12 12:16:21 AM,Death,1.0,0,0,10,0.0,0.0
