"ID","Outcome Date","Animal ID","Name","Outcome Status","Euthanasia Reason","Type","Sex","Spayed/Neutered","Primary Breed","Primary Color","Secondary Color","Date of Birth","Intake Date","Days in Shelter","Timestamp"
"65678","2026 Apr 01 04:48:00 PM","21828","Dax","Transfer Out",,"Dog","Male","No","Shih Tzu","Brown",,"2026 Jan 10 12:00:00 AM","2026 Feb 21 12:59:00 PM","39","2026 Sep 12 12:15:48 AM"
"65675","2026 Apr 01 04:24:13 PM","23473","Casper","Adopted",,"Dog","Male","yes","Cairn Terrier","Cream",,"2024 Mar 28 12:00:00 AM","2026 Mar 28 02:37:00 PM","4","2026 Sep 12 12:15:48 AM"
"65668","2026 Apr 01 04:12:33 PM","22376","Dallas","Adopted",,"Dog","Female","yes","Labrador Retriever","Tan","White","2025 Dec 25 12:00:00 AM","2026 Mar 05 02:39:00 PM","27","2026 Sep 12 12:15:48 AM"
"65667","2026 Apr 01 04:02:00 PM","23622",,"Redemption (Offsite)",,"Mammal","Unknown","Unknown","Raccoon","Grey","Black",,"2026 Mar 31 04:01:00 PM","1","2026 Sep 12 12:15:48 AM"
"65665","2026 Apr 01 03:55:00 PM","12618","Ravioli","Adopted",,"Dog","Male","Yes","German Shepherd","Tan","Black","2023 Jul 28 12:00:00 AM","2025 Dec 21 12:47:00 PM","101","2026 Sep 12 12:15:48 AM"
"65642","2026 Apr 01 02:51:00 PM","23649",,"Transfer Out",,"Dog","Unknown","Unknown","Yorkshire Terrier","Grey","Chestnut","2026 Mar 25 12:00:00 AM","2026 Apr 01 11:30:00 AM","0","2026 Sep 12 12:15:48 AM"
"65641","2026 Apr 01 02:51:00 PM","23648",,"Transfer Out",,"Dog","Unknown","Unknown","Yorkshire Terrier","Grey","Chestnut","2026 Mar 25 12:00:00 AM","2026 Apr 01 11:30:00 AM","0","2026 Sep 12 12:15:48 AM"
"65640","2026 Apr 01 02:51:00 PM","23647",,"Transfer Out",,"Dog","Unknown","Unknown","Yorkshire Terrier","Grey","Chestnut","2026 Mar 25 12:00:00 AM","2026 Apr 01 11:30:00 AM","0","2026 Sep 12 12:15:48 AM"
"65639","2026 Apr 01 02:51:00 PM","23646",,"Transfer Out",,"Dog","Unknown","Unknown","Yorkshire Terrier","Grey","Chestnut","2026 Mar 25 12:00:00 AM","2026 Apr 01 11:30:00 AM","0","2026 Sep 12 12:15:48 AM"
"65638","2026 Apr 01 02:51:00 PM","23645",,"Transfer Out",,"Dog","Unknown","Unknown","Yorkshire Terrier","Grey","Chestnut","2026 Mar 25 12:00:00 AM","2026 Apr 01 11:30:00 AM","0","2026 Sep 12 12:15:48 AM"
"65637","2026 Apr 01 02:51:00 PM","23644",,"Transfer Out",,"Dog","Unknown","Unknown","Yorkshire Terrier","Grey","Chestnut","2026 Mar 25 12:00:00 AM","2026 Apr 01 11:30:00 AM","0","2026 Sep 12 12:15:48 AM"
"65636","2026 Apr 01 02:51:00 PM","23643","Baby","Transfer Out",,"Dog","Female","No","Yorkshire Terrier","Grey","Chestnut","2024 Nov 01 12:00:00 AM","2026 Apr 01 11:30:00 AM","0","2026 Sep 12 12:15:48 AM"
"65633","2026 Apr 01 02:31:13 PM","21861","Bucky","Adopted Altered",,"Cat","Male","Yes","Domestic Shorthair","Cream","White","2025 Sep 22 12:00:00 AM","2026 Feb 22 01:21:00 PM","38","2026 Sep 12 12:15:48 AM"
"65620","2026 Apr 01 01:27:00 PM","23484",,"Transfer Out",,"Dog","Male","No","Jack Russell Terrier - Wire-haired","White","Black","2025 Apr 28 12:00:00 AM","2026 Mar 28 03:48:00 PM","4","2026 Sep 12 12:15:48 AM"
"65619","2026 Apr 01 01:27:00 PM","23482",,"Transfer Out",,"Dog","Male","No","Doberman Pinscher","Black","Red","2023 Mar 28 12:00:00 AM","2026 Mar 28 03:44:00 PM","4","2026 Sep 12 12:15:48 AM"
"65617","2026 Apr 01 01:22:00 PM","23553","Sheesha","Reclaimed",,"Cat","Female","Yes","Domestic Long Hair","White","Brown Tabby","2018 Mar 30 12:00:00 AM","2026 Mar 30 11:33:00 AM","2","2026 Sep 12 12:15:48 AM"
"65616","2026 Apr 01 01:18:00 PM","23249",,"Transfer Out",,"Dog","Unknown","Unknown","Anatolian Shepherd","Tan","White","2026 Mar 25 12:00:00 AM","2026 Mar 24 04:55:00 PM","8","2026 Sep 12 12:15:48 AM"
"65612","2026 Apr 01 01:10:00 PM","21695","Toph","Transfer Out",,"Kitten","Unknown","Unknown","Domestic Shorthair","Tortoiseshell","Black Tortoiseshell",,"2026 Feb 18 03:27:00 PM","42","2026 Sep 12 12:15:48 AM"
"65611","2026 Apr 01 01:10:00 PM","23056",,"Transfer Out",,"Dog","Female","No","American Pit Bull Terrier","White","Red","2024 Mar 22 12:00:00 AM","2026 Mar 21 03:18:00 PM","11","2026 Sep 12 12:15:48 AM"
"65579","2026 Apr 01 11:24:00 AM","23571","Stitch","Reclaimed",,"Dog","Male","Yes","Labrador Retriever","White","Black","2021 Mar 30 12:00:00 AM","2026 Mar 30 03:09:00 PM","2","2026 Sep 12 12:15:48 AM"
"65572","2026 Apr 01 11:05:00 AM","21849",,"Adopted",,"Dog","Female","Yes","Chow Chow","Black","Chocolate","2025 Feb 22 12:00:00 AM","2026 Feb 24 02:11:00 PM","36","2026 Sep 12 12:15:48 AM"
"65571","2026 Apr 01 10:50:16 AM","21850","Izzy","Adopted",,"Dog","Female","Yes","Border Terrier","Black","Tan","2025 Feb 22 12:00:00 AM","2026 Feb 24 02:14:00 PM","36","2026 Sep 12 12:15:48 AM"
"65566","2026 Apr 01 10:36:18 AM","21373","Raspberry","Adopted",,"Dog","Female","Yes","Dutch Shepherd","White","Brown Brindle","2025 Feb 11 12:00:00 AM","2026 Feb 10 05:27:00 PM","50","2026 Sep 12 12:15:48 AM"
"65540","2026 Mar 31 07:10:00 PM","23455","Blossom","Reclaimed",,"Dog","Female","Yes","Chihuahua - Smooth","Tan","Tan","2023 Mar 28 12:00:00 AM","2026 Mar 28 03:25:00 AM","3","2026 Sep 12 12:15:48 AM"
"65539","2026 Mar 31 07:09:00 PM","23456","Zero","Reclaimed",,"Dog","Male","Yes","Chihuahua - Smooth","Red",,"2023 Mar 28 12:00:00 AM","2026 Mar 28 03:25:00 AM","3","2026 Sep 12 12:15:48 AM"
"65538","2026 Mar 31 07:02:52 PM","23398",,"Adopted",,"Cat","Female","yes","Domestic Long Hair","Calico",,"2026 Jan 17 12:00:00 AM","2026 Mar 27 11:21:00 AM","4","2026 Sep 12 12:15:48 AM"
"65535","2026 Mar 31 06:47:00 PM","22462","Enzo","Adopted",,"Dog","Male","Yes","German Shepherd","Brown","White","2025 Oct 24 12:00:00 AM","2026 Mar 07 03:44:00 PM","24","2026 Sep 12 12:15:48 AM"
"65531","2026 Mar 31 06:13:49 PM","11061","T-Rex","Adopted",,"Dog","Male","yes","Labrador Retriever","Red","Brown","2022 Aug 26 12:00:00 AM","2025 Aug 26 12:42:00 PM","217","2026 Sep 12 12:15:48 AM"
"65530","2026 Mar 31 06:10:00 PM","22693","Scout","Adopted",,"Dog","Male","Yes","Boxer","Tan","White","2025 Dec 05 12:00:00 AM","2026 Mar 19 12:48:00 PM","12","2026 Sep 12 12:15:48 AM"
"65526","2026 Mar 31 05:36:13 PM","23421",,"Adopted",,"Cat","Female","yes","Domestic Shorthair","Calico",,"2024 Mar 28 12:00:00 AM","2026 Mar 27 12:34:00 PM","4","2026 Sep 12 12:15:48 AM"
"65525","2026 Mar 31 05:28:00 PM","23399",,"Adopted",,"Cat","Female","Yes","Domestic Long Hair","Brown Tabby","White","2026 Jan 17 12:00:00 AM","2026 Mar 27 11:21:00 AM","4","2026 Sep 12 12:15:48 AM"
"65522","2026 Mar 31 05:14:00 PM","21870","Ollie","Adopted",,"Dog","Male","Yes","Chihuahua - Smooth","Brown Brindle",,"2023 Sep 22 12:00:00 AM","2026 Feb 22 02:27:00 PM","37","2026 Sep 12 12:15:48 AM"
"65519","2026 Mar 31 05:04:00 PM","23510","Bbq","Reclaimed",,"Cat","Male","Yes","Domestic Shorthair","White","Black","2022 Mar 29 12:00:00 AM","2026 Mar 29 01:24:00 PM","2","2026 Sep 12 12:15:48 AM"
"65518","2026 Mar 31 04:46:00 PM","21748","Tripple Trouble","Adopted",,"Cat","Male","No","Domestic Shorthair","Black",,"2025 Feb 20 12:00:00 AM","2026 Feb 25 06:03:00 PM","34","2026 Sep 12 12:15:48 AM"
"65514","2026 Mar 31 04:16:00 PM","23168","Gordo","Adopted",,"Dog","Male","Yes","Yorkshire Terrier","Black","Brown","2024 Mar 28 12:00:00 AM","2026 Mar 23 11:56:00 AM","8","2026 Sep 12 12:15:48 AM"
"65511","2026 Mar 31 04:04:00 PM","23400",,"Adopted",,"Cat","Male","Yes","Domestic Medium Hair","Grey Tabby","White","2026 Jan 17 12:00:00 AM","2026 Mar 27 11:21:00 AM","4","2026 Sep 12 12:15:48 AM"
"65507","2026 Mar 31 03:52:00 PM","23560","Tuna*","Adopted",,"Cat","Male","Yes","Domestic Shorthair","White","Tabby","2023 Mar 30 12:00:00 AM","2026 Mar 30 11:54:00 AM","1","2026 Sep 12 12:15:48 AM"
"65489","2026 Mar 31 02:40:09 PM","22236","Snowball","Adopted",,"Dog","Male","Yes","Great Pyrenees","White",,"2021 Feb 10 12:00:00 AM","2026 Mar 02 09:40:00 PM","29","2026 Sep 12 12:15:48 AM"
"65484","2026 Mar 31 02:20:00 PM","23377",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Black","White",,"2026 Mar 26 06:12:00 PM","5","2026 Sep 12 12:15:48 AM"
"65466","2026 Mar 31 01:01:00 PM","21744","Jimbo","Adopted",,"Dog","Male","Yes","Labrador Retriever","Black",,"2025 Sep 20 12:00:00 AM","2026 Feb 19 07:17:00 PM","40","2026 Sep 12 12:15:48 AM"
"65465","2026 Mar 31 01:00:37 PM","23163","Tux","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black","White","2023 Mar 23 12:00:00 AM","2026 Mar 23 11:30:00 AM","8","2026 Sep 12 12:15:48 AM"
"65458","2026 Mar 31 12:38:00 PM","22573","Tank","Reclaimed",,"Dog","Male","Unknown","American Pit Bull Terrier","Black","Tri Color","2023 Mar 12 12:00:00 AM","2026 Mar 27 07:17:00 PM","4","2026 Sep 12 12:15:48 AM"
"65457","2026 Mar 31 12:35:00 PM","22932","Mia","DOA",,"Dog","Female","Unknown","Yorkshire Terrier","White","Tri Color",,"2026 Mar 19 09:08:00 PM","12","2026 Sep 12 12:15:48 AM"
"65446","2026 Mar 31 11:10:00 AM","23414",,"Transfer Out",,"Dog","Female","No","Shih Tzu","Tan","White","2025 Nov 28 12:00:00 AM","2026 Mar 27 12:05:00 PM","4","2026 Sep 12 12:15:48 AM"
"65445","2026 Mar 31 11:04:00 AM","23434",,"Transfer Out",,"Puppy","Male","No","American Pit Bull Terrier","Buff",,,"2026 Mar 27 03:01:00 PM","4","2026 Sep 12 12:15:48 AM"
"65434","2026 Mar 31 10:27:00 AM","23274","Bean","Transfer Out",,"Cat","Male","No","Domestic Shorthair","Brown Tabby","Brown","2025 Aug 06 12:00:00 AM","2026 Mar 25 11:43:00 AM","6","2026 Sep 12 12:15:48 AM"
"65433","2026 Mar 31 10:27:00 AM","23412",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Brown Tabby",,"2023 Mar 28 12:00:00 AM","2026 Mar 27 11:41:00 AM","4","2026 Sep 12 12:15:48 AM"
"65432","2026 Mar 31 10:27:00 AM","23423",,"Transfer Out",,"Cat","Unknown","Unknown","Domestic Shorthair","Grey Tabby",,"2024 Mar 27 12:00:00 AM","2026 Mar 27 01:16:00 PM","4","2026 Sep 12 12:15:48 AM"
"65431","2026 Mar 31 10:27:00 AM","23440",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","Blue",,"2023 Mar 28 12:00:00 AM","2026 Mar 27 04:13:00 PM","4","2026 Sep 12 12:15:48 AM"
"65430","2026 Mar 31 10:27:00 AM","23360",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Brown Tabby","White","2024 Mar 26 12:00:00 AM","2026 Mar 26 01:57:00 PM","5","2026 Sep 12 12:15:48 AM"
"65407","2026 Mar 30 09:39:00 AM","23419",,"Transfer Out",,"Cat","Female","No","Domestic Shorthair","Brown Tabby",,"2024 Mar 28 12:00:00 AM","2026 Mar 27 12:21:00 PM","3","2026 Sep 12 12:15:48 AM"
"65386","2026 Mar 30 06:50:44 PM","21951","Daria","Adopted",,"Dog","Female","Yes","Labrador Retriever","Black","White","2025 Apr 25 12:00:00 AM","2026 Feb 24 08:51:00 PM","34","2026 Sep 12 12:15:48 AM"
"65383","2026 Mar 30 06:39:00 PM","23561","Neptune*","Adopted",,"Cat","Male","Yes","Domestic Shorthair","White","Tabby","2023 Mar 30 12:00:00 AM","2026 Mar 30 11:54:00 AM","0","2026 Sep 12 12:15:48 AM"
"65382","2026 Mar 30 06:39:21 PM","23038","Tostada","Adopted",,"Dog","Female","yes","Rottweiler","Black","Tan","2026 Jan 07 12:00:00 AM","2026 Mar 21 12:40:00 PM","9","2026 Sep 12 12:15:48 AM"
"65379","2026 Mar 30 06:17:06 PM","23169","Tony","Adopted",,"Cat","Male","yes","Domestic Shorthair","Black","White","2025 May 23 12:00:00 AM","2026 Mar 23 12:15:00 PM","7","2026 Sep 12 12:15:48 AM"
"65377","2026 Mar 30 06:00:34 PM","16895","S'Mores","Adopted",,"Dog","Male","Yes","American Pit Bull Terrier","Black","Black Brindle","2023 Oct 16 12:00:00 AM","2025 Oct 16 01:29:00 PM","165","2026 Sep 12 12:15:48 AM"
"65375","2026 Mar 30 05:38:55 PM","23254","Cutie Pie","Adopted",,"Dog","Female","Yes","American Pit Bull Terrier","Black","White","2025 Mar 25 12:00:00 AM","2026 Mar 24 05:26:00 PM","6","2026 Sep 12 12:15:48 AM"
"65374","2026 Mar 30 05:17:00 PM","23162","Kujo","Adopted",,"Dog","Male","Yes","Siberian Husky","Black","White","2026 Jan 14 12:00:00 AM","2026 Mar 26 06:02:00 PM","4","2026 Sep 12 12:15:48 AM"
"65373","2026 Mar 30 05:13:50 PM","21780","Salsa","Adopted",,"Dog","Female","yes","American Pit Bull Terrier","Black","Tan","2025 Dec 20 12:00:00 AM","2026 Feb 20 04:04:00 PM","38","2026 Sep 12 12:15:48 AM"
"65372","2026 Mar 30 05:10:00 PM","23307",,"Adopted",,"Dog","Male","Yes","Catahoula Leopard Dog","Brown","Black","2026 Jan 14 12:00:00 AM","2026 Mar 25 04:07:00 PM","5","2026 Sep 12 12:15:48 AM"
"65371","2026 Mar 30 05:09:39 PM","23343",,"Adopted",,"Dog","Male","yes","Maltese Terrier","Apricot","White","2022 Mar 26 12:00:00 AM","2026 Mar 26 11:04:00 AM","4","2026 Sep 12 12:15:48 AM"
"65364","2026 Mar 30 04:57:36 PM","22523","Cade","Adopted",,"Dog","Male","yes","Great Pyrenees","Tan","Black","2025 Dec 09 12:00:00 AM","2026 Mar 09 02:30:00 PM","21","2026 Sep 12 12:15:48 AM"
"65363","2026 Mar 30 04:56:50 PM","23342",,"Adopted",,"Dog","Male","Yes","Terrier","Black","White","2020 Mar 26 12:00:00 AM","2026 Mar 26 11:00:00 AM","4","2026 Sep 12 12:15:48 AM"
"65361","2026 Mar 30 04:51:37 PM","23217",,"Adopted",,"Dog","Male","yes","American Pit Bull Terrier","Chocolate","White","2026 Jan 13 12:00:00 AM","2026 Mar 24 12:16:00 PM","6","2026 Sep 12 12:15:48 AM"
"65358","2026 Mar 30 04:39:56 PM","22558","Tinker","Adopted",,"Dog","Female","yes","Labrador Retriever","Black Brindle","White","2025 May 10 12:00:00 AM","2026 Mar 10 11:58:00 AM","20","2026 Sep 12 12:15:48 AM"
"65357","2026 Mar 30 04:35:00 PM","21556","Benito","Adopted",,"Dog","Male","Yes","Border Collie","Black","Tan Points","2023 Aug 15 12:00:00 AM","2026 Feb 15 10:36:00 AM","43","2026 Sep 12 12:15:48 AM"
"65341","2026 Mar 30 02:09:00 PM","23563",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","White",,"2026 Mar 23 12:00:00 AM","2026 Mar 30 12:39:00 PM","0","2026 Sep 12 12:15:48 AM"
"65326","2026 Mar 30 12:47:00 PM","23551","Daisy","Transfer Out",,"Dog","Female","No","Chihuahua - Smooth","Brown Brindle",,"2019 Mar 30 12:00:00 AM","2026 Mar 30 11:22:00 AM","0","2026 Sep 12 12:15:48 AM"
"65307","2026 Mar 30 11:35:00 AM","23262",,"Transfer Out",,"Dog","Male","No","Schnauzer - Miniature","White",,"2022 Mar 25 12:00:00 AM","2026 Mar 25 08:55:00 AM","5","2026 Sep 12 12:15:48 AM"
"65306","2026 Mar 30 11:32:56 AM","19501","Daisy","Adopted",,"Dog","Female","Yes","Labrador Retriever","Black",,"2015 Jan 20 12:00:00 AM","2025 Dec 17 11:57:00 AM","103","2026 Sep 12 12:15:48 AM"
"65286","2026 Mar 30 08:39:00 AM","23526",,"Unassisted Death",,"Mammal","Unknown","Unknown","Bat - Unspecified","Brown","Black",,"2026 Mar 29 07:15:00 PM","1","2026 Sep 12 12:15:48 AM"
"65284","2026 Mar 30 08:39:00 AM","23523",,"Euthanized","Rabies Risk","Mammal","Unknown","Unknown","Bat - Little Brown Myotis","Brown",,,"2026 Mar 29 06:37:00 PM","1","2026 Sep 12 12:15:48 AM"
"65261","2026 Mar 29 09:03:22 PM","21437",,"Adopted",,"Dog","Female","Yes","Chihuahua - Long-hair","Black","Brown","2024 Feb 19 12:00:00 AM","2026 Feb 19 02:48:00 PM","38","2026 Sep 12 12:15:48 AM"
"65250","2026 Mar 29 05:08:00 PM","23466","Daisy","Transfer Out",,"Dog","Female","No","Poodle - Miniature","White","Fawn","2022 Mar 28 12:00:00 AM","2026 Mar 28 02:22:00 PM","1","2026 Sep 12 12:15:48 AM"
"65249","2026 Mar 29 05:08:08 PM","22221","Baby Doll","Adopted",,"Dog","Female","Yes","American Bulldog","White","Black","2025 Mar 02 12:00:00 AM","2026 Mar 02 04:15:00 PM","27","2026 Sep 12 12:15:48 AM"
"65248","2026 Mar 29 05:04:00 PM","23468","Oreo","Transfer Out",,"Dog","Male","Yes","Poodle - Miniature","White","Grey","2022 Mar 28 12:00:00 AM","2026 Mar 28 02:28:00 PM","1","2026 Sep 12 12:15:48 AM"
"65247","2026 Mar 29 05:00:00 PM","23472","Maisy","Transfer Out",,"Dog","Female","No","Poodle - Miniature","Black","White","2023 Mar 28 12:00:00 AM","2026 Mar 28 02:35:00 PM","1","2026 Sep 12 12:15:48 AM"
"65237","2026 Mar 29 02:58:00 PM","23451",,"Reclaimed",,"Cat","Female","Yes","Domestic Shorthair","Black",,"2021 Mar 28 12:00:00 AM","2026 Mar 27 07:08:00 PM","2","2026 Sep 12 12:15:48 AM"
"65236","2026 Mar 29 02:57:00 PM","23450",,"Reclaimed",,"Cat","Female","Unknown","Domestic Shorthair","Black",,"2024 Mar 28 12:00:00 AM","2026 Mar 27 07:07:00 PM","2","2026 Sep 12 12:15:48 AM"
"65232","2026 Mar 29 02:40:00 PM","21212","Yogi","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Black",,"2025 Feb 23 12:00:00 AM","2026 Feb 05 09:41:00 PM","52","2026 Sep 12 12:15:48 AM"
"65230","2026 Mar 29 02:28:00 PM","23350",,"Euthanized","Neurological","Cat","Male","Yes","Domestic Shorthair","Orange Tabby",,"2024 Mar 26 12:00:00 AM","2026 Mar 26 11:57:00 AM","3","2026 Sep 12 12:15:48 AM"
"65229","2026 Mar 29 01:53:56 PM","23475","Beau","Adopted",,"Dog","Male","Yes","Poodle - Miniature","White","Grey","2022 Mar 28 12:00:00 AM","2026 Mar 28 02:41:00 PM","1","2026 Sep 12 12:15:48 AM"
"65225","2026 Mar 29 01:16:48 PM","19875","Otter","Adopted",,"Dog","Male","Yes","Norfolk Terrier","Brown",,"2023 Dec 31 12:00:00 AM","2025 Dec 30 10:11:00 PM","89","2026 Sep 12 12:15:48 AM"
"65222","2026 Mar 29 01:06:00 PM","23492",,"Transfer Out",,"Cat","Male","No","Domestic Shorthair","Orange Tabby",,"2025 Nov 29 12:00:00 AM","2026 Mar 29 08:03:00 AM","0","2026 Sep 12 12:15:48 AM"
"65220","2026 Mar 29 12:46:09 PM","23123","Buddy","Adopted",,"Dog","Male","Yes","Labrador Retriever","Black",,"2020 Mar 23 12:00:00 AM","2026 Mar 22 07:36:00 PM","7","2026 Sep 12 12:15:48 AM"
"65219","2026 Mar 29 12:44:00 PM","23302","Lilly","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2024 Mar 25 12:00:00 AM","2026 Mar 25 03:17:00 PM","4","2026 Sep 12 12:15:48 AM"
"65209","2026 Mar 29 11:37:00 AM","23493","Queso","Reclaimed",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby",,"2024 Mar 29 12:00:00 AM","2026 Mar 29 08:14:00 AM","0","2026 Sep 12 12:15:48 AM"
"65199","2026 Mar 29 10:45:00 AM","22867","Silas","DOA",,"Dog","Male","Unknown","American Pit Bull Terrier","Blue",,"2022 Mar 18 12:00:00 AM","2026 Mar 18 04:07:00 PM","11","2026 Sep 12 12:15:48 AM"
"65171","2026 Mar 28 06:43:00 PM","21219","Dusty","Adopted",,"Cat","Male","Yes","Domestic Shorthair","Orange Tabby",,"2025 Feb 23 12:00:00 AM","2026 Feb 05 09:41:00 PM","51","2026 Sep 12 12:15:48 AM"
"65169","2026 Mar 28 06:14:00 PM","23291","Benji","Reclaimed",,"Dog","Male","No","French Bulldog","Brown","White","2020 Mar 25 12:00:00 AM","2026 Mar 25 12:56:00 PM","3","2026 Sep 12 12:15:48 AM"
"65164","2026 Mar 28 05:51:31 PM","22959","Ember","Adopted",,"Cat","Female","Yes","Domestic Medium Hair","Calico",,"2024 Mar 20 12:00:00 AM","2026 Mar 20 11:33:00 AM","8","2026 Sep 12 12:15:48 AM"
"65162","2026 Mar 28 05:43:00 PM","15754",,"Adopted",,"Cat","Female","Yes","Domestic Shorthair","Brown Tabby",,"2023 Sep 22 12:00:00 AM","2025 Sep 22 06:48:00 AM","187","2026 Sep 12 12:15:48 AM"
"65154","2026 Mar 28 04:52:29 PM","23238","Cheeto","Adopted",,"Cat","Female","Yes","Domestic Shorthair","Torbie","Black","2024 Oct 24 12:00:00 AM","2026 Mar 24 02:42:00 PM","4","2026 Sep 12 12:15:48 AM"
"65146","2026 Mar 28 03:59:00 PM","22722",,"Euthanized","Suffering","Cat","Female","Yes","Domestic Shorthair","Grey Tabby","White","2023 Mar 21 12:00:00 AM","2026 Mar 14 12:19:00 PM","14","2026 Sep 12 12:15:48 AM"
"65141","2026 Mar 28 03:30:00 PM","23046","Fred","Transfer Out",,"Dog","Male","No","Pug","Brown",,"2024 Mar 21 12:00:00 AM","2026 Mar 21 02:21:00 PM","7","2026 Sep 12 12:15:48 AM"
"65140","2026 Mar 28 03:30:00 PM","22696","Melissa","Transfer Out",,"Dog","Female","Yes","Schnauzer - Miniature","White","Black","2023 Mar 13 12:00:00 AM","2026 Mar 13 03:40:00 PM","15","2026 Sep 12 12:15:48 AM"
"65138","2026 Mar 28 03:24:21 PM","21573","Dozer","Adopted Altered",,"Dog","Male","Yes","Mountain Cur","Brown","Black","2026 Jan 06 12:00:00 AM","2026 Feb 16 09:05:00 AM","40","2026 Sep 12 12:15:48 AM"
"65137","2026 Mar 28 03:18:00 PM","23460","Pippa","Euthanized","Suffering","Puppy","Male","Unknown","Labrador Retriever","Tan","White","2026 Mar 25 12:00:00 AM","2026 Mar 28 11:19:00 AM","0","2026 Sep 12 12:15:48 AM"
"65136","2026 Mar 28 03:16:00 PM","17947","Holt","Adopted",,"Dog","Male","Yes","Belgian Shepherd Dog","Brown","Black","2018 Nov 14 12:00:00 AM","2026 Jan 05 04:14:00 PM","82","2026 Sep 12 12:15:48 AM"
"65134","2026 Mar 28 03:12:16 PM","20488","Pebbles","Adopted",,"Dog","Male","Yes","German Shepherd","Black","Brown","2022 Jan 13 12:00:00 AM","2026 Jan 16 05:20:00 PM","71","2026 Sep 12 12:15:48 AM"
"65126","2026 Mar 28 02:50:30 PM","20830","Tilly","Adopted",,"Dog","Female","Yes","Anatolian Shepherd","Cream","Black","2025 Jan 27 12:00:00 AM","2026 Jan 27 01:14:00 PM","60","2026 Sep 12 12:15:48 AM"
"65117","2026 Mar 28 02:34:56 PM","21836","Snow White","Adopted",,"Cat","Female","Yes","Domestic Shorthair","White","White","2025 Feb 21 12:00:00 AM","2026 Feb 21 06:44:00 PM","35","2026 Sep 12 12:15:48 AM"
"65106","2026 Mar 28 01:57:50 PM","22774","Tilly","Adopted Altered",,"Dog","Female","Yes","American Pit Bull Terrier","Apricot","White","2025 May 16 12:00:00 AM","2026 Mar 16 11:56:00 AM","12","2026 Sep 12 12:15:48 AM"
"65103","2026 Mar 28 01:42:39 PM","21065","Ilya","Adopted",,"Dog","Male","Yes","Labrador Retriever","Brown","Black","2023 Feb 03 12:00:00 AM","2026 Feb 03 11:07:00 AM","53","2026 Sep 12 12:15:48 AM"
"65091","2026 Mar 28 01:21:00 PM","21933","Asa","Adopted",,"Dog","Male","No","Catahoula Leopard Dog","Blue Merle","Tan","2016 Feb 28 12:00:00 AM","2026 Feb 24 02:20:00 PM","32","2026 Sep 12 12:15:48 AM"
"65088","2026 Mar 28 01:02:05 PM","22407","Fedora","Adopted",,"Cat","Female","Yes","Domestic Long Hair","Torbie",,"2009 Mar 06 12:00:00 AM","2026 Mar 06 11:50:00 AM","22","2026 Sep 12 12:15:48 AM"
"65085","2026 Mar 28 12:40:06 PM","20708","Leorio","Adopted",,"Dog","Male","Yes","Flat Coated Retriever","Black","White","2024 Jan 22 12:00:00 AM","2026 Jan 22 04:50:00 PM","65","2026 Sep 12 12:15:48 AM"
"65084","2026 Mar 28 12:24:25 PM","20829","Brody","Adopted Altered",,"Cat","Male","Yes","Siamese","LYNX PT",,"2015 Jun 27 12:00:00 AM","2026 Mar 13 07:47:00 PM","15","2026 Sep 12 12:15:48 AM"
"65083","2026 Mar 28 12:22:59 PM","20828","Toby","Adopted Altered",,"Cat","Male","Yes","Domestic Shorthair","BLUE TABBY",,"2015 Jun 27 12:00:00 AM","2026 Mar 13 07:44:00 PM","15","2026 Sep 12 12:15:48 AM"
"65082","2026 Mar 28 12:18:00 PM","23253",,"Transfer Out",,"Dog","Unknown","Unknown","Anatolian Shepherd","Tan","White","2026 Mar 17 12:00:00 AM","2026 Mar 24 04:55:00 PM","4","2026 Sep 12 12:15:48 AM"
"65081","2026 Mar 28 12:18:00 PM","23252",,"Transfer Out",,"Dog","Unknown","Unknown","Anatolian Shepherd","Tan","White","2026 Mar 17 12:00:00 AM","2026 Mar 24 04:55:00 PM","4","2026 Sep 12 12:15:48 AM"
"65080","2026 Mar 28 12:18:00 PM","23251",,"Transfer Out",,"Dog","Unknown","Unknown","Anatolian Shepherd","Tan","White","2026 Mar 17 12:00:00 AM","2026 Mar 24 04:55:00 PM","4","2026 Sep 12 12:15:48 AM"
"65079","2026 Mar 28 12:18:00 PM","23250",,"Transfer Out",,"Dog","Unknown","Unknown","Anatolian Shepherd","Tan","White","2026 Mar 17 12:00:00 AM","2026 Mar 24 04:55:00 PM","4","2026 Sep 12 12:15:48 AM"
"65078","2026 Mar 28 12:18:00 PM","23248",,"Transfer Out",,"Dog","Unknown","Unknown","Anatolian Shepherd","Tan","White","2026 Mar 17 12:00:00 AM","2026 Mar 24 04:55:00 PM","4","2026 Sep 12 12:15:48 AM"
